"","date","NO2","SO2","Ozone","PM2.5","day"
"7079",2019-10-22 23:00:00,NA,NA,NA,NA,2019-10-22
"7080",2019-10-23 00:00:00,NA,NA,NA,NA,2019-10-23
"7081",2019-10-23 01:00:00,NA,NA,NA,NA,2019-10-23
"7082",2019-10-23 02:00:00,NA,NA,NA,NA,2019-10-23
"7083",2019-10-23 03:00:00,NA,NA,NA,NA,2019-10-23
"7084",2019-10-23 04:00:00,NA,NA,NA,NA,2019-10-23
"7085",2019-10-23 05:00:00,NA,NA,NA,NA,2019-10-23
"7086",2019-10-23 06:00:00,NA,NA,NA,NA,2019-10-23
"7087",2019-10-23 07:00:00,NA,NA,NA,NA,2019-10-23
"7088",2019-10-23 08:00:00,NA,NA,NA,NA,2019-10-23
"7089",2019-10-23 09:00:00,NA,NA,NA,NA,2019-10-23
"7090",2019-10-23 10:00:00,NA,NA,NA,NA,2019-10-23
"7091",2019-10-23 11:00:00,NA,NA,NA,NA,2019-10-23
"7092",2019-10-23 12:00:00,NA,NA,NA,NA,2019-10-23
"7093",2019-10-23 13:00:00,NA,NA,NA,NA,2019-10-23
"7094",2019-10-23 14:00:00,NA,NA,NA,NA,2019-10-23
"7095",2019-10-23 15:00:00,NA,NA,NA,NA,2019-10-23
"7096",2019-10-23 16:00:00,NA,NA,NA,NA,2019-10-23
"7097",2019-10-23 17:00:00,NA,NA,NA,NA,2019-10-23
"7098",2019-10-23 18:00:00,NA,NA,NA,NA,2019-10-23
"7099",2019-10-23 19:00:00,NA,NA,NA,NA,2019-10-23
"7100",2019-10-23 20:00:00,NA,NA,NA,NA,2019-10-23
"7101",2019-10-23 21:00:00,NA,NA,NA,NA,2019-10-23
"7102",2019-10-23 22:00:00,NA,NA,NA,NA,2019-10-23
"7103",2019-10-23 23:00:00,NA,NA,NA,NA,2019-10-23
"7104",2019-10-24 00:00:00,NA,NA,NA,NA,2019-10-24
"7105",2019-10-24 01:00:00,NA,NA,NA,NA,2019-10-24
"7106",2019-10-24 02:00:00,NA,NA,NA,NA,2019-10-24
"7107",2019-10-24 03:00:00,NA,NA,NA,NA,2019-10-24
"7108",2019-10-24 04:00:00,NA,NA,NA,NA,2019-10-24
"7109",2019-10-24 05:00:00,NA,NA,NA,NA,2019-10-24
"7110",2019-10-24 06:00:00,NA,NA,NA,NA,2019-10-24
"7111",2019-10-24 07:00:00,NA,NA,NA,NA,2019-10-24
"7112",2019-10-24 08:00:00,NA,NA,NA,NA,2019-10-24
"7113",2019-10-24 09:00:00,NA,NA,NA,NA,2019-10-24
"7114",2019-10-24 10:00:00,NA,NA,NA,NA,2019-10-24
"7115",2019-10-24 11:00:00,NA,NA,NA,NA,2019-10-24
"7116",2019-10-24 12:00:00,NA,NA,NA,NA,2019-10-24
"7117",2019-10-24 13:00:00,NA,NA,NA,NA,2019-10-24
"7118",2019-10-24 14:00:00,NA,NA,NA,NA,2019-10-24
"7119",2019-10-24 15:00:00,NA,NA,NA,NA,2019-10-24
"7120",2019-10-24 16:00:00,NA,NA,NA,NA,2019-10-24
"7121",2019-10-24 17:00:00,NA,NA,NA,NA,2019-10-24
"7122",2019-10-24 18:00:00,NA,NA,NA,NA,2019-10-24
"7123",2019-10-24 19:00:00,NA,NA,NA,NA,2019-10-24
"7124",2019-10-24 20:00:00,NA,NA,NA,NA,2019-10-24
"7125",2019-10-24 21:00:00,NA,NA,NA,NA,2019-10-24
"7126",2019-10-24 22:00:00,NA,NA,NA,NA,2019-10-24
"7127",2019-10-24 23:00:00,NA,NA,NA,NA,2019-10-24
"7128",2019-10-25 00:00:00,NA,NA,NA,NA,2019-10-25
"7129",2019-10-25 01:00:00,NA,NA,NA,NA,2019-10-25
"7130",2019-10-25 02:00:00,NA,NA,NA,NA,2019-10-25
"7131",2019-10-25 03:00:00,NA,NA,NA,NA,2019-10-25
"7132",2019-10-25 04:00:00,NA,NA,NA,NA,2019-10-25
"7133",2019-10-25 05:00:00,NA,NA,NA,NA,2019-10-25
"7134",2019-10-25 06:00:00,NA,NA,NA,NA,2019-10-25
"7135",2019-10-25 07:00:00,NA,NA,NA,NA,2019-10-25
"7136",2019-10-25 08:00:00,NA,NA,NA,NA,2019-10-25
"7137",2019-10-25 09:00:00,NA,NA,NA,NA,2019-10-25
"7138",2019-10-25 10:00:00,NA,NA,NA,NA,2019-10-25
"7139",2019-10-25 11:00:00,NA,NA,NA,NA,2019-10-25
"7140",2019-10-25 12:00:00,NA,NA,NA,NA,2019-10-25
"7141",2019-10-25 13:00:00,NA,NA,NA,NA,2019-10-25
"7142",2019-10-25 14:00:00,NA,NA,NA,NA,2019-10-25
"7143",2019-10-25 15:00:00,NA,NA,NA,NA,2019-10-25
"7144",2019-10-25 16:00:00,NA,NA,NA,NA,2019-10-25
"7145",2019-10-25 17:00:00,NA,NA,NA,NA,2019-10-25
"7146",2019-10-25 18:00:00,NA,NA,NA,NA,2019-10-25
"7147",2019-10-25 19:00:00,NA,NA,NA,NA,2019-10-25
"7148",2019-10-25 20:00:00,NA,NA,NA,NA,2019-10-25
"7149",2019-10-25 21:00:00,NA,NA,NA,NA,2019-10-25
"7150",2019-10-25 22:00:00,NA,NA,NA,NA,2019-10-25
"7151",2019-10-25 23:00:00,NA,NA,NA,NA,2019-10-25
"7152",2019-10-26 00:00:00,NA,NA,NA,NA,2019-10-26
"7153",2019-10-26 01:00:00,NA,NA,NA,NA,2019-10-26
"7154",2019-10-26 02:00:00,NA,NA,NA,NA,2019-10-26
"7155",2019-10-26 03:00:00,NA,NA,NA,NA,2019-10-26
"7156",2019-10-26 04:00:00,NA,NA,NA,NA,2019-10-26
"7157",2019-10-26 05:00:00,NA,NA,NA,NA,2019-10-26
"7158",2019-10-26 06:00:00,NA,NA,NA,NA,2019-10-26
"7159",2019-10-26 07:00:00,NA,NA,NA,NA,2019-10-26
"7160",2019-10-26 08:00:00,NA,NA,NA,NA,2019-10-26
"7161",2019-10-26 09:00:00,NA,NA,NA,NA,2019-10-26
"7162",2019-10-26 10:00:00,NA,NA,NA,NA,2019-10-26
"7163",2019-10-26 11:00:00,NA,NA,NA,NA,2019-10-26
"7164",2019-10-26 12:00:00,NA,NA,NA,NA,2019-10-26
"7165",2019-10-26 13:00:00,NA,NA,NA,NA,2019-10-26
"7166",2019-10-26 14:00:00,NA,NA,NA,NA,2019-10-26
"7167",2019-10-26 15:00:00,NA,NA,NA,NA,2019-10-26
"7168",2019-10-26 16:00:00,NA,NA,NA,NA,2019-10-26
"7169",2019-10-26 17:00:00,NA,NA,NA,NA,2019-10-26
"7170",2019-10-26 18:00:00,NA,NA,NA,NA,2019-10-26
"7171",2019-10-26 19:00:00,NA,NA,NA,NA,2019-10-26
"7172",2019-10-26 20:00:00,NA,NA,NA,NA,2019-10-26
"7173",2019-10-26 21:00:00,NA,NA,NA,NA,2019-10-26
"7174",2019-10-26 22:00:00,NA,NA,NA,NA,2019-10-26
"7175",2019-10-26 23:00:00,NA,NA,NA,NA,2019-10-26
"7176",2019-10-27 00:00:00,NA,NA,NA,NA,2019-10-27
"7177",2019-10-27 01:00:00,NA,NA,NA,NA,2019-10-27
"7178",2019-10-27 02:00:00,NA,NA,NA,NA,2019-10-27
"7179",2019-10-27 03:00:00,NA,NA,NA,NA,2019-10-27
"7180",2019-10-27 04:00:00,NA,NA,NA,NA,2019-10-27
"7181",2019-10-27 05:00:00,NA,NA,NA,NA,2019-10-27
"7182",2019-10-27 06:00:00,NA,NA,NA,NA,2019-10-27
"7183",2019-10-27 07:00:00,NA,NA,NA,NA,2019-10-27
"7184",2019-10-27 08:00:00,NA,NA,NA,NA,2019-10-27
"7185",2019-10-27 09:00:00,NA,NA,NA,NA,2019-10-27
"7186",2019-10-27 10:00:00,NA,NA,NA,NA,2019-10-27
"7187",2019-10-27 11:00:00,NA,NA,NA,NA,2019-10-27
"7188",2019-10-27 12:00:00,NA,NA,NA,NA,2019-10-27
"7189",2019-10-27 13:00:00,NA,NA,NA,NA,2019-10-27
"7190",2019-10-27 14:00:00,NA,NA,NA,NA,2019-10-27
"7191",2019-10-27 15:00:00,NA,NA,NA,NA,2019-10-27
"7192",2019-10-27 16:00:00,NA,NA,NA,NA,2019-10-27
"7193",2019-10-27 17:00:00,NA,NA,NA,NA,2019-10-27
"7194",2019-10-27 18:00:00,NA,NA,NA,NA,2019-10-27
"7195",2019-10-27 19:00:00,NA,NA,NA,NA,2019-10-27
"7196",2019-10-27 20:00:00,NA,NA,NA,NA,2019-10-27
"7197",2019-10-27 21:00:00,NA,NA,NA,NA,2019-10-27
"7198",2019-10-27 22:00:00,NA,NA,NA,NA,2019-10-27
"7199",2019-10-27 23:00:00,NA,NA,NA,NA,2019-10-27
"7200",2019-10-28 00:00:00,NA,NA,NA,NA,2019-10-28
"7201",2019-10-28 01:00:00,NA,NA,NA,NA,2019-10-28
"7202",2019-10-28 02:00:00,NA,NA,NA,NA,2019-10-28
"7203",2019-10-28 03:00:00,NA,NA,NA,NA,2019-10-28
"7204",2019-10-28 04:00:00,NA,NA,NA,NA,2019-10-28
"7205",2019-10-28 05:00:00,NA,NA,NA,NA,2019-10-28
"7206",2019-10-28 06:00:00,NA,NA,NA,NA,2019-10-28
"7207",2019-10-28 07:00:00,NA,NA,NA,NA,2019-10-28
"7208",2019-10-28 08:00:00,NA,NA,NA,NA,2019-10-28
"7209",2019-10-28 09:00:00,NA,NA,NA,NA,2019-10-28
"7210",2019-10-28 10:00:00,NA,NA,NA,NA,2019-10-28
"7211",2019-10-28 11:00:00,NA,NA,NA,NA,2019-10-28
"7212",2019-10-28 12:00:00,NA,NA,NA,NA,2019-10-28
"7213",2019-10-28 13:00:00,NA,NA,NA,NA,2019-10-28
"7214",2019-10-28 14:00:00,NA,NA,NA,NA,2019-10-28
"7215",2019-10-28 15:00:00,NA,NA,NA,NA,2019-10-28
"7216",2019-10-28 16:00:00,NA,NA,NA,NA,2019-10-28
"7217",2019-10-28 17:00:00,NA,NA,NA,NA,2019-10-28
"7218",2019-10-28 18:00:00,NA,NA,NA,NA,2019-10-28
"7219",2019-10-28 19:00:00,NA,NA,NA,NA,2019-10-28
"7220",2019-10-28 20:00:00,NA,NA,NA,NA,2019-10-28
"7221",2019-10-28 21:00:00,NA,NA,NA,NA,2019-10-28
"7222",2019-10-28 22:00:00,NA,NA,NA,NA,2019-10-28
"7223",2019-10-28 23:00:00,NA,NA,NA,NA,2019-10-28
"7224",2019-10-29 00:00:00,NA,NA,NA,NA,2019-10-29
"7225",2019-10-29 01:00:00,NA,NA,NA,NA,2019-10-29
"7226",2019-10-29 02:00:00,NA,NA,NA,NA,2019-10-29
"7227",2019-10-29 03:00:00,NA,NA,NA,NA,2019-10-29
"7228",2019-10-29 04:00:00,NA,NA,NA,NA,2019-10-29
"7229",2019-10-29 05:00:00,NA,NA,NA,NA,2019-10-29
"7230",2019-10-29 06:00:00,NA,NA,NA,NA,2019-10-29
"7231",2019-10-29 07:00:00,NA,NA,NA,NA,2019-10-29
"7232",2019-10-29 08:00:00,NA,NA,NA,NA,2019-10-29
"7233",2019-10-29 09:00:00,NA,NA,NA,NA,2019-10-29
"7234",2019-10-29 10:00:00,NA,NA,NA,NA,2019-10-29
"7235",2019-10-29 11:00:00,NA,NA,NA,NA,2019-10-29
"7236",2019-10-29 12:00:00,NA,NA,NA,NA,2019-10-29
"7237",2019-10-29 13:00:00,NA,NA,NA,NA,2019-10-29
"7238",2019-10-29 14:00:00,NA,NA,NA,NA,2019-10-29
"7239",2019-10-29 15:00:00,NA,NA,NA,NA,2019-10-29
"7240",2019-10-29 16:00:00,NA,NA,NA,NA,2019-10-29
"7241",2019-10-29 17:00:00,NA,NA,NA,NA,2019-10-29
"7242",2019-10-29 18:00:00,NA,NA,NA,NA,2019-10-29
"7243",2019-10-29 19:00:00,NA,NA,NA,NA,2019-10-29
"7244",2019-10-29 20:00:00,NA,NA,NA,NA,2019-10-29
"7245",2019-10-29 21:00:00,NA,NA,NA,NA,2019-10-29
"7246",2019-10-29 22:00:00,NA,NA,NA,NA,2019-10-29
"7247",2019-10-29 23:00:00,NA,NA,NA,NA,2019-10-29
"7248",2019-10-30 00:00:00,NA,NA,NA,NA,2019-10-30
"7249",2019-10-30 01:00:00,NA,NA,NA,NA,2019-10-30
"7250",2019-10-30 02:00:00,NA,NA,NA,NA,2019-10-30
"7251",2019-10-30 03:00:00,NA,NA,NA,NA,2019-10-30
"7252",2019-10-30 04:00:00,NA,NA,NA,NA,2019-10-30
"7253",2019-10-30 05:00:00,NA,NA,NA,NA,2019-10-30
"7254",2019-10-30 06:00:00,NA,NA,NA,NA,2019-10-30
"7255",2019-10-30 07:00:00,NA,NA,NA,NA,2019-10-30
"7256",2019-10-30 08:00:00,NA,NA,NA,NA,2019-10-30
"7257",2019-10-30 09:00:00,NA,NA,NA,NA,2019-10-30
"7258",2019-10-30 10:00:00,NA,NA,NA,NA,2019-10-30
"7259",2019-10-30 11:00:00,NA,NA,NA,NA,2019-10-30
"7260",2019-10-30 12:00:00,NA,NA,NA,NA,2019-10-30
"7261",2019-10-30 13:00:00,NA,NA,NA,NA,2019-10-30
"7262",2019-10-30 14:00:00,NA,NA,NA,NA,2019-10-30
"7263",2019-10-30 15:00:00,NA,NA,NA,NA,2019-10-30
"7264",2019-10-30 16:00:00,NA,NA,NA,NA,2019-10-30
"7265",2019-10-30 17:00:00,NA,NA,NA,NA,2019-10-30
"7266",2019-10-30 18:00:00,NA,NA,NA,NA,2019-10-30
"7267",2019-10-30 19:00:00,NA,NA,NA,NA,2019-10-30
"7268",2019-10-30 20:00:00,NA,NA,NA,NA,2019-10-30
"7269",2019-10-30 21:00:00,NA,NA,NA,NA,2019-10-30
"7270",2019-10-30 22:00:00,NA,NA,NA,NA,2019-10-30
"7271",2019-10-30 23:00:00,NA,NA,NA,NA,2019-10-30
"7272",2019-10-31 00:00:00,NA,NA,NA,NA,2019-10-31
"7273",2019-10-31 01:00:00,NA,NA,NA,NA,2019-10-31
"7274",2019-10-31 02:00:00,NA,NA,NA,NA,2019-10-31
"7275",2019-10-31 03:00:00,NA,NA,NA,NA,2019-10-31
"7276",2019-10-31 04:00:00,NA,NA,NA,NA,2019-10-31
"7277",2019-10-31 05:00:00,NA,NA,NA,NA,2019-10-31
"7278",2019-10-31 06:00:00,NA,NA,NA,NA,2019-10-31
"7279",2019-10-31 07:00:00,NA,NA,NA,NA,2019-10-31
"7280",2019-10-31 08:00:00,NA,NA,NA,NA,2019-10-31
"7281",2019-10-31 09:00:00,NA,NA,NA,NA,2019-10-31
"7282",2019-10-31 10:00:00,NA,NA,NA,NA,2019-10-31
"7283",2019-10-31 11:00:00,NA,NA,NA,NA,2019-10-31
"7284",2019-10-31 12:00:00,NA,NA,NA,NA,2019-10-31
"7285",2019-10-31 13:00:00,NA,NA,NA,NA,2019-10-31
"7286",2019-10-31 14:00:00,NA,NA,NA,NA,2019-10-31
"7287",2019-10-31 15:00:00,NA,NA,NA,NA,2019-10-31
"7288",2019-10-31 16:00:00,NA,NA,NA,NA,2019-10-31
"7289",2019-10-31 17:00:00,NA,NA,NA,NA,2019-10-31
"7290",2019-10-31 18:00:00,NA,NA,NA,NA,2019-10-31
"7291",2019-10-31 19:00:00,NA,NA,NA,NA,2019-10-31
"7292",2019-10-31 20:00:00,NA,NA,NA,NA,2019-10-31
"7293",2019-10-31 21:00:00,NA,NA,NA,NA,2019-10-31
"7294",2019-10-31 22:00:00,NA,NA,NA,NA,2019-10-31
"7295",2019-10-31 23:00:00,NA,NA,NA,NA,2019-10-31
"7296",2019-11-01 00:00:00,NA,NA,NA,NA,2019-11-01
"7297",2019-11-01 01:00:00,NA,NA,NA,NA,2019-11-01
"7298",2019-11-01 02:00:00,NA,NA,NA,NA,2019-11-01
"7299",2019-11-01 03:00:00,NA,NA,NA,NA,2019-11-01
"7300",2019-11-01 04:00:00,NA,NA,NA,NA,2019-11-01
"7301",2019-11-01 05:00:00,NA,NA,NA,NA,2019-11-01
"7302",2019-11-01 06:00:00,NA,NA,NA,NA,2019-11-01
"7303",2019-11-01 07:00:00,NA,NA,NA,NA,2019-11-01
"7304",2019-11-01 08:00:00,NA,NA,NA,NA,2019-11-01
"7305",2019-11-01 09:00:00,NA,NA,NA,NA,2019-11-01
"7306",2019-11-01 10:00:00,NA,NA,NA,NA,2019-11-01
"7307",2019-11-01 11:00:00,NA,NA,NA,NA,2019-11-01
"7308",2019-11-01 12:00:00,NA,NA,NA,NA,2019-11-01
"7309",2019-11-01 13:00:00,NA,NA,NA,NA,2019-11-01
"7310",2019-11-01 14:00:00,NA,NA,NA,NA,2019-11-01
"7311",2019-11-01 15:00:00,NA,NA,NA,NA,2019-11-01
"7312",2019-11-01 16:00:00,NA,NA,NA,NA,2019-11-01
"7313",2019-11-01 17:00:00,NA,NA,NA,NA,2019-11-01
"7314",2019-11-01 18:00:00,NA,NA,NA,NA,2019-11-01
"7315",2019-11-01 19:00:00,NA,NA,NA,NA,2019-11-01
"7316",2019-11-01 20:00:00,NA,NA,NA,NA,2019-11-01
"7317",2019-11-01 21:00:00,NA,NA,NA,NA,2019-11-01
"7318",2019-11-01 22:00:00,NA,NA,NA,NA,2019-11-01
"7319",2019-11-01 23:00:00,NA,NA,NA,NA,2019-11-01
"7320",2019-11-02 00:00:00,NA,NA,NA,NA,2019-11-02
"7321",2019-11-02 01:00:00,NA,NA,NA,NA,2019-11-02
"7322",2019-11-02 02:00:00,NA,NA,NA,NA,2019-11-02
"7323",2019-11-02 03:00:00,NA,NA,NA,NA,2019-11-02
"7324",2019-11-02 04:00:00,NA,NA,NA,NA,2019-11-02
"7325",2019-11-02 05:00:00,NA,NA,NA,NA,2019-11-02
"7326",2019-11-02 06:00:00,NA,NA,NA,NA,2019-11-02
"7327",2019-11-02 07:00:00,NA,NA,NA,NA,2019-11-02
"7328",2019-11-02 08:00:00,NA,NA,NA,NA,2019-11-02
"7329",2019-11-02 09:00:00,NA,NA,NA,NA,2019-11-02
"7330",2019-11-02 10:00:00,NA,NA,NA,NA,2019-11-02
"7331",2019-11-02 11:00:00,NA,NA,NA,NA,2019-11-02
"7332",2019-11-02 12:00:00,NA,NA,NA,NA,2019-11-02
"7333",2019-11-02 13:00:00,NA,NA,NA,NA,2019-11-02
"7334",2019-11-02 14:00:00,NA,NA,NA,NA,2019-11-02
"7335",2019-11-02 15:00:00,NA,NA,NA,NA,2019-11-02
"7336",2019-11-02 16:00:00,NA,NA,NA,NA,2019-11-02
"7337",2019-11-02 17:00:00,NA,NA,NA,NA,2019-11-02
"7338",2019-11-02 18:00:00,NA,NA,NA,NA,2019-11-02
"7339",2019-11-02 19:00:00,NA,NA,NA,NA,2019-11-02
"7340",2019-11-02 20:00:00,NA,NA,NA,NA,2019-11-02
"7341",2019-11-02 21:00:00,NA,NA,NA,NA,2019-11-02
"7342",2019-11-02 22:00:00,NA,NA,NA,NA,2019-11-02
"7343",2019-11-02 23:00:00,NA,NA,NA,NA,2019-11-02
"7344",2019-11-03 00:00:00,NA,NA,NA,NA,2019-11-03
"7345",2019-11-03 01:00:00,NA,NA,NA,NA,2019-11-03
"7346",2019-11-03 02:00:00,NA,NA,NA,NA,2019-11-03
"7347",2019-11-03 03:00:00,NA,NA,NA,NA,2019-11-03
"7348",2019-11-03 04:00:00,NA,NA,NA,NA,2019-11-03
"7349",2019-11-03 05:00:00,NA,NA,NA,NA,2019-11-03
"7350",2019-11-03 06:00:00,NA,NA,NA,NA,2019-11-03
"7351",2019-11-03 07:00:00,NA,NA,NA,NA,2019-11-03
"7352",2019-11-03 08:00:00,NA,NA,NA,NA,2019-11-03
"7353",2019-11-03 09:00:00,NA,NA,NA,NA,2019-11-03
"7354",2019-11-03 10:00:00,NA,NA,NA,NA,2019-11-03
"7355",2019-11-03 11:00:00,NA,NA,NA,NA,2019-11-03
"7356",2019-11-03 12:00:00,NA,NA,NA,NA,2019-11-03
"7357",2019-11-03 13:00:00,NA,NA,NA,NA,2019-11-03
"7358",2019-11-03 14:00:00,NA,NA,NA,NA,2019-11-03
"7359",2019-11-03 15:00:00,NA,NA,NA,NA,2019-11-03
"7360",2019-11-03 16:00:00,NA,NA,NA,NA,2019-11-03
"7361",2019-11-03 17:00:00,NA,NA,NA,NA,2019-11-03
"7362",2019-11-03 18:00:00,NA,NA,NA,NA,2019-11-03
"7363",2019-11-03 19:00:00,NA,NA,NA,NA,2019-11-03
"7364",2019-11-03 20:00:00,NA,NA,NA,NA,2019-11-03
"7365",2019-11-03 21:00:00,NA,NA,NA,NA,2019-11-03
"7366",2019-11-03 22:00:00,NA,NA,NA,NA,2019-11-03
"7367",2019-11-03 23:00:00,NA,NA,NA,NA,2019-11-03
"7368",2019-11-04 00:00:00,NA,NA,NA,NA,2019-11-04
"7369",2019-11-04 01:00:00,NA,NA,NA,NA,2019-11-04
"7370",2019-11-04 02:00:00,NA,NA,NA,NA,2019-11-04
"7371",2019-11-04 03:00:00,NA,NA,NA,NA,2019-11-04
"7372",2019-11-04 04:00:00,NA,NA,NA,NA,2019-11-04
"7373",2019-11-04 05:00:00,NA,NA,NA,NA,2019-11-04
"7374",2019-11-04 06:00:00,NA,NA,NA,NA,2019-11-04
"7375",2019-11-04 07:00:00,NA,NA,NA,NA,2019-11-04
"7376",2019-11-04 08:00:00,NA,NA,NA,NA,2019-11-04
"7377",2019-11-04 09:00:00,NA,NA,NA,NA,2019-11-04
"7378",2019-11-04 10:00:00,NA,NA,NA,NA,2019-11-04
"7379",2019-11-04 11:00:00,NA,NA,NA,NA,2019-11-04
"7380",2019-11-04 12:00:00,NA,NA,NA,NA,2019-11-04
"7381",2019-11-04 13:00:00,NA,NA,NA,NA,2019-11-04
"7382",2019-11-04 14:00:00,NA,NA,NA,NA,2019-11-04
"7383",2019-11-04 15:00:00,NA,NA,NA,NA,2019-11-04
"7384",2019-11-04 16:00:00,NA,NA,NA,NA,2019-11-04
"7385",2019-11-04 17:00:00,NA,NA,NA,NA,2019-11-04
"7386",2019-11-04 18:00:00,NA,NA,NA,NA,2019-11-04
"7387",2019-11-04 19:00:00,NA,NA,NA,NA,2019-11-04
"7388",2019-11-04 20:00:00,NA,NA,NA,NA,2019-11-04
"7389",2019-11-04 21:00:00,NA,NA,NA,NA,2019-11-04
"7390",2019-11-04 22:00:00,NA,NA,NA,NA,2019-11-04
"7391",2019-11-04 23:00:00,NA,NA,NA,NA,2019-11-04
"7392",2019-11-05 00:00:00,NA,NA,NA,NA,2019-11-05
"7393",2019-11-05 01:00:00,NA,NA,NA,NA,2019-11-05
"7394",2019-11-05 02:00:00,NA,NA,NA,NA,2019-11-05
"7395",2019-11-05 03:00:00,NA,NA,NA,NA,2019-11-05
"7396",2019-11-05 04:00:00,NA,NA,NA,NA,2019-11-05
"7397",2019-11-05 05:00:00,NA,NA,NA,NA,2019-11-05
"7398",2019-11-05 06:00:00,NA,NA,NA,NA,2019-11-05
"7399",2019-11-05 07:00:00,NA,NA,NA,NA,2019-11-05
"7400",2019-11-05 08:00:00,NA,NA,NA,NA,2019-11-05
"7401",2019-11-05 09:00:00,NA,NA,NA,NA,2019-11-05
"7402",2019-11-05 10:00:00,NA,NA,NA,NA,2019-11-05
"7403",2019-11-05 11:00:00,NA,NA,NA,NA,2019-11-05
"7404",2019-11-05 12:00:00,NA,NA,NA,NA,2019-11-05
"7405",2019-11-05 13:00:00,NA,NA,NA,NA,2019-11-05
"7406",2019-11-05 14:00:00,NA,NA,NA,NA,2019-11-05
"7407",2019-11-05 15:00:00,NA,NA,NA,NA,2019-11-05
"7408",2019-11-05 16:00:00,NA,NA,NA,NA,2019-11-05
"7409",2019-11-05 17:00:00,NA,NA,NA,NA,2019-11-05
"7410",2019-11-05 18:00:00,NA,NA,NA,NA,2019-11-05
"7411",2019-11-05 19:00:00,NA,NA,NA,NA,2019-11-05
"7412",2019-11-05 20:00:00,NA,NA,NA,NA,2019-11-05
"7413",2019-11-05 21:00:00,NA,NA,NA,NA,2019-11-05
"7414",2019-11-05 22:00:00,NA,NA,NA,NA,2019-11-05
"7415",2019-11-05 23:00:00,NA,NA,NA,NA,2019-11-05
"7416",2019-11-06 00:00:00,NA,NA,NA,NA,2019-11-06
"7417",2019-11-06 01:00:00,NA,NA,NA,NA,2019-11-06
"7418",2019-11-06 02:00:00,NA,NA,NA,NA,2019-11-06
"7419",2019-11-06 03:00:00,NA,NA,NA,NA,2019-11-06
"7420",2019-11-06 04:00:00,NA,NA,NA,NA,2019-11-06
"7421",2019-11-06 05:00:00,NA,NA,NA,NA,2019-11-06
"7422",2019-11-06 06:00:00,NA,NA,NA,NA,2019-11-06
"7423",2019-11-06 07:00:00,NA,NA,NA,NA,2019-11-06
"7424",2019-11-06 08:00:00,NA,NA,NA,NA,2019-11-06
"7425",2019-11-06 09:00:00,NA,NA,NA,NA,2019-11-06
"7426",2019-11-06 10:00:00,NA,NA,NA,NA,2019-11-06
"7427",2019-11-06 11:00:00,NA,NA,NA,NA,2019-11-06
"7428",2019-11-06 12:00:00,NA,NA,NA,NA,2019-11-06
"7429",2019-11-06 13:00:00,NA,NA,NA,NA,2019-11-06
"7430",2019-11-06 14:00:00,NA,NA,NA,NA,2019-11-06
"7431",2019-11-06 15:00:00,NA,NA,NA,NA,2019-11-06
"7432",2019-11-06 16:00:00,NA,NA,NA,NA,2019-11-06
"7433",2019-11-06 17:00:00,NA,NA,NA,NA,2019-11-06
"7434",2019-11-06 18:00:00,NA,NA,NA,NA,2019-11-06
"7435",2019-11-06 19:00:00,NA,NA,NA,NA,2019-11-06
"7436",2019-11-06 20:00:00,NA,NA,NA,NA,2019-11-06
"7437",2019-11-06 21:00:00,NA,NA,NA,NA,2019-11-06
"7438",2019-11-06 22:00:00,NA,NA,NA,NA,2019-11-06
"7439",2019-11-06 23:00:00,NA,NA,NA,NA,2019-11-06
"7440",2019-11-07 00:00:00,NA,NA,NA,NA,2019-11-07
"7441",2019-11-07 01:00:00,NA,NA,NA,NA,2019-11-07
"7442",2019-11-07 02:00:00,NA,NA,NA,NA,2019-11-07
"7443",2019-11-07 03:00:00,NA,NA,NA,NA,2019-11-07
"7444",2019-11-07 04:00:00,NA,NA,NA,NA,2019-11-07
"7445",2019-11-07 05:00:00,NA,NA,NA,NA,2019-11-07
"7446",2019-11-07 06:00:00,NA,NA,NA,NA,2019-11-07
"7447",2019-11-07 07:00:00,NA,NA,NA,NA,2019-11-07
"7448",2019-11-07 08:00:00,NA,NA,NA,NA,2019-11-07
"7449",2019-11-07 09:00:00,NA,NA,NA,NA,2019-11-07
"7450",2019-11-07 10:00:00,NA,NA,NA,NA,2019-11-07
"7451",2019-11-07 11:00:00,NA,NA,NA,NA,2019-11-07
"7452",2019-11-07 12:00:00,NA,NA,NA,NA,2019-11-07
"7453",2019-11-07 13:00:00,NA,NA,NA,NA,2019-11-07
"7454",2019-11-07 14:00:00,NA,NA,NA,NA,2019-11-07
"7455",2019-11-07 15:00:00,NA,NA,NA,NA,2019-11-07
"7456",2019-11-07 16:00:00,NA,NA,NA,NA,2019-11-07
"7457",2019-11-07 17:00:00,NA,NA,NA,NA,2019-11-07
"7458",2019-11-07 18:00:00,NA,NA,NA,NA,2019-11-07
"7459",2019-11-07 19:00:00,NA,NA,NA,NA,2019-11-07
"7460",2019-11-07 20:00:00,NA,NA,NA,NA,2019-11-07
"7461",2019-11-07 21:00:00,NA,NA,NA,NA,2019-11-07
"7462",2019-11-07 22:00:00,NA,NA,NA,NA,2019-11-07
"7463",2019-11-07 23:00:00,NA,NA,NA,NA,2019-11-07
"7464",2019-11-08 00:00:00,NA,NA,NA,NA,2019-11-08
"7465",2019-11-08 01:00:00,NA,NA,NA,NA,2019-11-08
"7466",2019-11-08 02:00:00,NA,NA,NA,NA,2019-11-08
