"","date","NO2","SO2","Ozone","PM2.5","day","ratio"
"1672",2019-03-11 16:00:00,NA,6.93,132.37,43,2019-03-11,NA
"1673",2019-03-11 17:00:00,NA,6.58,115.59,46,2019-03-11,NA
"1674",2019-03-11 18:00:00,NA,4.85,110.28,40,2019-03-11,NA
"1675",2019-03-11 19:00:00,NA,11.43,55.88,NA,2019-03-11,NA
"1676",2019-03-11 20:00:00,NA,16.77,44.77,NA,2019-03-11,NA
"1677",2019-03-11 21:00:00,NA,16.38,56.79,37,2019-03-11,NA
"1678",2019-03-11 22:00:00,NA,15.85,80.91,42,2019-03-11,NA
"1679",2019-03-11 23:00:00,NA,17.3,87.22,32,2019-03-11,NA
"1680",2019-03-12 00:00:00,NA,20.5,114.92,34,2019-03-12,NA
"1681",2019-03-12 01:00:00,NA,23.73,133.56,50,2019-03-12,NA
"1682",2019-03-12 02:00:00,NA,23.12,134.38,51,2019-03-12,NA
"1683",2019-03-12 03:00:00,NA,21.07,135.63,52,2019-03-12,NA
"1684",2019-03-12 04:00:00,NA,22.43,117.97,43,2019-03-12,NA
"1685",2019-03-12 05:00:00,NA,28,119,59,2019-03-12,NA
"1686",2019-03-12 06:00:00,NA,26.15,85.9,48,2019-03-12,NA
"1687",2019-03-12 07:00:00,NA,22.25,27.61,64,2019-03-12,NA
"1688",2019-03-12 08:00:00,NA,17.32,38.99,68,2019-03-12,NA
"1689",2019-03-12 09:00:00,NA,14.43,43.15,60,2019-03-12,NA
"1690",2019-03-12 10:00:00,NA,7.15,65.69,58,2019-03-12,NA
"1691",2019-03-12 11:00:00,NA,4.9,129.35,NA,2019-03-12,NA
"1692",2019-03-12 12:00:00,NA,8.85,130.05,NA,2019-03-12,NA
"1693",2019-03-12 13:00:00,NA,10.1,147.04,43,2019-03-12,NA
"1694",2019-03-12 14:00:00,NA,10.72,136.27,45,2019-03-12,NA
"1695",2019-03-12 15:00:00,NA,9.8,140.74,33,2019-03-12,NA
"1696",2019-03-12 16:00:00,NA,13.27,162.77,34,2019-03-12,NA
"1697",2019-03-12 17:00:00,NA,13.15,125.88,37,2019-03-12,NA
"1698",2019-03-12 18:00:00,NA,12.28,118.35,47,2019-03-12,NA
"1699",2019-03-12 19:00:00,NA,9.62,95.16,48,2019-03-12,NA
"1700",2019-03-12 20:00:00,NA,9.93,51.94,37,2019-03-12,NA
"1701",2019-03-12 21:00:00,NA,8.88,56.07,48,2019-03-12,NA
"1702",2019-03-12 22:00:00,NA,13.85,77.75,41,2019-03-12,NA
"1703",2019-03-12 23:00:00,NA,24.48,92.17,39,2019-03-12,NA
"1704",2019-03-13 00:00:00,59.5,36.52,119.09,46,2019-03-13,NA
"1705",2019-03-13 01:00:00,56.9,41.9,117.94,48,2019-03-13,NA
"1706",2019-03-13 02:00:00,53.35,35.73,99.76,NA,2019-03-13,NA
"1707",2019-03-13 03:00:00,49.8,37.33,100.41,NA,2019-03-13,NA
"1708",2019-03-13 04:00:00,50.05,36.73,75.75,NA,2019-03-13,NA
"1709",2019-03-13 05:00:00,64.12,32.08,47.23,44,2019-03-13,NA
"1710",2019-03-13 06:00:00,70.55,29.1,24.44,52,2019-03-13,NA
"1711",2019-03-13 07:00:00,74.2,18.68,10.14,NA,2019-03-13,NA
"1712",2019-03-13 08:00:00,68.05,19.98,47.55,72,2019-03-13,NA
"1713",2019-03-13 09:00:00,68.85,14.65,100.87,76,2019-03-13,NA
"1714",2019-03-13 10:00:00,80.6,13.82,153.67,61,2019-03-13,NA
"1715",2019-03-13 11:00:00,80.95,10.07,155.89,53,2019-03-13,NA
"1716",2019-03-13 12:00:00,80.42,11.23,121.49,45,2019-03-13,NA
"1717",2019-03-13 13:00:00,71.9,10.25,142.84,NA,2019-03-13,NA
"1718",2019-03-13 14:00:00,74.3,7.08,153.12,39,2019-03-13,NA
"1719",2019-03-13 15:00:00,70.1,9.85,159.59,44,2019-03-13,NA
"1720",2019-03-13 16:00:00,69.95,13.55,145.83,57,2019-03-13,NA
"1721",2019-03-13 17:00:00,74.58,11.75,127.86,45,2019-03-13,NA
"1722",2019-03-13 18:00:00,70.7,9.65,119.47,42,2019-03-13,NA
"1723",2019-03-13 19:00:00,74.58,10.57,81.39,44,2019-03-13,NA
"1724",2019-03-13 20:00:00,89.75,14.43,31.3,43,2019-03-13,NA
"1725",2019-03-13 21:00:00,77.2,9.95,54.41,65,2019-03-13,NA
"1726",2019-03-13 22:00:00,67.6,8.07,71.95,49,2019-03-13,NA
"1727",2019-03-13 23:00:00,64,9.32,68.03,NA,2019-03-13,NA
"1728",2019-03-14 00:00:00,56.53,10.5,81.95,NA,2019-03-14,NA
"1729",2019-03-14 01:00:00,47.12,7.12,94.72,41,2019-03-14,NA
"1730",2019-03-14 02:00:00,44.55,3.38,92.46,35,2019-03-14,NA
"1731",2019-03-14 03:00:00,47.9,1.62,82.47,34,2019-03-14,NA
"1732",2019-03-14 04:00:00,48.2,3.3,40.64,32,2019-03-14,NA
"1733",2019-03-14 05:00:00,58.55,6.28,47.79,33,2019-03-14,NA
"1734",2019-03-14 06:00:00,56.62,5.8,44.56,34,2019-03-14,NA
"1735",2019-03-14 07:00:00,60.25,12.18,32.99,33,2019-03-14,NA
"1736",2019-03-14 08:00:00,66.73,17.65,26.26,38,2019-03-14,NA
"1737",2019-03-14 09:00:00,65.38,12.52,77.81,47,2019-03-14,NA
"1738",2019-03-14 10:00:00,65.88,7.15,117.58,44,2019-03-14,NA
"1739",2019-03-14 11:00:00,66.95,5.33,154.13,46,2019-03-14,NA
"1740",2019-03-14 12:00:00,65.18,7.08,164.84,52,2019-03-14,NA
"1741",2019-03-14 13:00:00,61.25,11.18,143.04,49,2019-03-14,NA
"1742",2019-03-14 14:00:00,65.93,12.32,167.63,48,2019-03-14,NA
"1743",2019-03-14 15:00:00,63.45,13.05,179.18,54,2019-03-14,NA
"1744",2019-03-14 16:00:00,62.45,15.07,141.88,46,2019-03-14,NA
"1745",2019-03-14 17:00:00,62.3,NA,172.57,58,2019-03-14,NA
"1746",2019-03-14 18:00:00,65.1,16.27,157.31,47,2019-03-14,NA
"1747",2019-03-14 19:00:00,64.08,18.4,149.75,NA,2019-03-14,NA
"1748",2019-03-14 20:00:00,71.68,27.5,124.46,51,2019-03-14,NA
"1749",2019-03-14 21:00:00,70.62,16.57,56.67,60,2019-03-14,NA
"1750",2019-03-14 22:00:00,69.17,9.28,39.4,43.5,2019-03-14,NA
"1751",2019-03-14 23:00:00,64.7,7.62,42.28,45.25,2019-03-14,NA
"1752",2019-03-15 00:00:00,53.78,5.85,53.24,35.25,2019-03-15,NA
"1753",2019-03-15 01:00:00,49.9,7.2,55.7,29.75,2019-03-15,NA
"1754",2019-03-15 02:00:00,50.22,11.4,51.56,NA,2019-03-15,NA
"1755",2019-03-15 03:00:00,49.78,15.15,50.27,32.25,2019-03-15,NA
"1756",2019-03-15 04:00:00,50.62,17.55,44.48,33,2019-03-15,NA
"1757",2019-03-15 05:00:00,48.38,15.8,47.23,27,2019-03-15,NA
"1758",2019-03-15 06:00:00,52.92,21.25,38.87,30.25,2019-03-15,NA
"1759",2019-03-15 07:00:00,77.75,22.05,7.39,43.75,2019-03-15,NA
"1760",2019-03-15 08:00:00,80.75,22.88,12.53,58.5,2019-03-15,NA
"1761",2019-03-15 09:00:00,76.67,14.12,38.4,66.5,2019-03-15,NA
"1762",2019-03-15 10:00:00,80.25,9.85,50.57,57.75,2019-03-15,NA
"1763",2019-03-15 11:00:00,80.97,6.65,64.02,52.75,2019-03-15,NA
"1764",2019-03-15 12:00:00,73.18,11.72,92.88,48,2019-03-15,NA
"1765",2019-03-15 13:00:00,67.58,9.93,NA,42.25,2019-03-15,NA
"1766",2019-03-15 14:00:00,72.62,8.95,92.17,34.25,2019-03-15,NA
"1767",2019-03-15 15:00:00,76.8,9.57,98.02,36.75,2019-03-15,NA
"1768",2019-03-15 16:00:00,78.85,10.25,84.15,41.75,2019-03-15,NA
"1769",2019-03-15 17:00:00,74.53,8.22,80.11,40,2019-03-15,NA
"1770",2019-03-15 18:00:00,84.67,10.35,32.69,39.25,2019-03-15,NA
"1771",2019-03-15 19:00:00,94.12,8.03,24.86,45.75,2019-03-15,NA
"1772",2019-03-15 20:00:00,82.7,11.77,39.33,NA,2019-03-15,NA
"1773",2019-03-15 21:00:00,73.72,12,39.23,48.75,2019-03-15,NA
"1774",2019-03-15 22:00:00,70.52,11.17,34.06,49.25,2019-03-15,NA
"1775",2019-03-15 23:00:00,60.7,9.8,35.04,44,2019-03-15,NA
"1776",2019-03-16 00:00:00,59.08,7.9,34.28,43,2019-03-16,NA
"1777",2019-03-16 01:00:00,51.6,9.57,43.81,43.25,2019-03-16,NA
"1778",2019-03-16 02:00:00,47.42,9.67,38.03,42,2019-03-16,NA
"1779",2019-03-16 03:00:00,48.55,10.7,32.02,37.5,2019-03-16,NA
"1780",2019-03-16 04:00:00,46.45,14.3,22.3,40.5,2019-03-16,NA
"1781",2019-03-16 05:00:00,54,16.4,11.81,39.25,2019-03-16,NA
"1782",2019-03-16 06:00:00,60.17,20.45,6.12,50.25,2019-03-16,NA
"1783",2019-03-16 07:00:00,75.65,17.82,2.12,57,2019-03-16,NA
"1784",2019-03-16 08:00:00,72.22,11.5,0.81,67.5,2019-03-16,NA
"1785",2019-03-16 09:00:00,72.83,10.32,5.54,69.5,2019-03-16,NA
"1786",2019-03-16 10:00:00,73.3,6.42,20.72,59,2019-03-16,NA
"1787",2019-03-16 11:00:00,78.6,6.78,23.45,49.25,2019-03-16,NA
"1788",2019-03-16 12:00:00,87.1,6.22,24.29,46.25,2019-03-16,NA
"1789",2019-03-16 13:00:00,83.4,7.75,33.74,43.5,2019-03-16,NA
"1790",2019-03-16 14:00:00,96.95,7.88,54.98,43,2019-03-16,NA
"1791",2019-03-16 15:00:00,88.12,3.45,74.16,41.5,2019-03-16,NA
"1792",2019-03-16 16:00:00,86.43,2.95,66.7,39,2019-03-16,NA
"1793",2019-03-16 17:00:00,80.12,7.12,69.58,43,2019-03-16,NA
"1794",2019-03-16 18:00:00,93.58,11.25,28.54,38.25,2019-03-16,NA
"1795",2019-03-16 19:00:00,99.38,10.68,15.18,44.5,2019-03-16,NA
"1796",2019-03-16 20:00:00,116.8,9.78,10.66,51,2019-03-16,NA
"1797",2019-03-16 21:00:00,100.05,7.1,38.6,46.25,2019-03-16,NA
"1798",2019-03-16 22:00:00,79.95,4.15,68.3,41.5,2019-03-16,NA
"1799",2019-03-16 23:00:00,69.1,4.17,75.12,43.5,2019-03-16,NA
"1800",2019-03-17 00:00:00,57.62,5.78,99.02,44.75,2019-03-17,NA
"1801",2019-03-17 01:00:00,51.23,10.25,107.16,43.5,2019-03-17,NA
"1802",2019-03-17 02:00:00,48.35,12.07,115.8,42,2019-03-17,NA
"1803",2019-03-17 03:00:00,56.68,11.28,91.7,NA,2019-03-17,NA
"1804",2019-03-17 04:00:00,60.6,12.15,80.78,42.25,2019-03-17,NA
"1805",2019-03-17 05:00:00,64.93,10.45,61.54,44.25,2019-03-17,NA
"1806",2019-03-17 06:00:00,76.03,10.75,28.47,49.5,2019-03-17,NA
"1807",2019-03-17 07:00:00,78.85,4.45,8.87,57,2019-03-17,NA
"1808",2019-03-17 08:00:00,80.35,4.22,25.73,67.5,2019-03-17,NA
"1809",2019-03-17 09:00:00,69.75,5.22,83.61,NA,2019-03-17,NA
"1810",2019-03-17 10:00:00,74.2,3.55,113.67,53.5,2019-03-17,NA
"1811",2019-03-17 11:00:00,85.35,3.38,113.19,52,2019-03-17,NA
"1812",2019-03-17 12:00:00,91.92,3.88,121.17,49.25,2019-03-17,NA
"1813",2019-03-17 13:00:00,97.5,2.78,122.42,41.75,2019-03-17,NA
"1814",2019-03-17 14:00:00,95.83,2.8,116.98,NA,2019-03-17,NA
"1815",2019-03-17 15:00:00,93.45,3.08,100.07,34.75,2019-03-17,NA
"1816",2019-03-17 16:00:00,85.53,1.45,100.79,34,2019-03-17,NA
"1817",2019-03-17 17:00:00,83.12,5.25,88.93,34.5,2019-03-17,NA
"1818",2019-03-17 18:00:00,86.25,8.62,85.13,36.5,2019-03-17,NA
"1819",2019-03-17 19:00:00,86.47,8.35,66.29,38,2019-03-17,NA
"1820",2019-03-17 20:00:00,95.67,11.18,30.44,39.25,2019-03-17,NA
"1821",2019-03-17 21:00:00,81.68,9.5,61.22,42.75,2019-03-17,NA
"1822",2019-03-17 22:00:00,75.55,10.43,63.48,41,2019-03-17,NA
"1823",2019-03-17 23:00:00,64.2,5.55,63.96,36.5,2019-03-17,NA
"1824",2019-03-18 00:00:00,67.52,3.05,45.39,34.25,2019-03-18,NA
"1825",2019-03-18 01:00:00,54.62,9.12,55.25,37,2019-03-18,NA
"1826",2019-03-18 02:00:00,47.15,11.2,73.17,25.5,2019-03-18,NA
"1827",2019-03-18 03:00:00,44.6,10.18,78.3,28.25,2019-03-18,NA
"1828",2019-03-18 04:00:00,40.15,9.95,86,30.25,2019-03-18,NA
"1829",2019-03-18 05:00:00,38.8,11.22,84.91,24.75,2019-03-18,NA
"1830",2019-03-18 06:00:00,42.8,7.6,68.61,27.5,2019-03-18,NA
"1831",2019-03-18 07:00:00,50.75,11,56.34,40.75,2019-03-18,NA
"1832",2019-03-18 08:00:00,50.1,15.75,48.61,47.5,2019-03-18,NA
"1833",2019-03-18 09:00:00,48.1,18.57,51.61,43.75,2019-03-18,NA
"1834",2019-03-18 10:00:00,56.4,17.48,63.76,46,2019-03-18,NA
"1835",2019-03-18 11:00:00,58.65,16.12,74.91,45,2019-03-18,NA
"1836",2019-03-18 12:00:00,56.88,14.07,82.32,44.5,2019-03-18,NA
"1837",2019-03-18 13:00:00,67.95,12.27,90.51,40.5,2019-03-18,NA
"1838",2019-03-18 14:00:00,83.02,7.6,117.89,35.25,2019-03-18,NA
"1839",2019-03-18 15:00:00,91.62,5.53,152.28,42.75,2019-03-18,NA
"1840",2019-03-18 16:00:00,87.1,6.35,166.37,44.25,2019-03-18,NA
"1841",2019-03-18 17:00:00,87.22,10.07,180.61,43.5,2019-03-18,NA
"1842",2019-03-18 18:00:00,90.43,12.97,182.24,49.25,2019-03-18,NA
"1843",2019-03-18 19:00:00,95.67,10.4,127.65,50.25,2019-03-18,NA
"1844",2019-03-18 20:00:00,91.75,11.07,65.82,42.5,2019-03-18,NA
"1845",2019-03-18 21:00:00,86.72,11.62,53.33,43.5,2019-03-18,NA
"1846",2019-03-18 22:00:00,85.4,6.47,53.39,NA,2019-03-18,NA
"1847",2019-03-18 23:00:00,69.72,8.62,86.33,49.75,2019-03-18,NA
"1848",2019-03-19 00:00:00,62.47,6.08,73.49,50.5,2019-03-19,NA
"1849",2019-03-19 01:00:00,45.68,9.1,61.49,34.5,2019-03-19,NA
"1850",2019-03-19 02:00:00,44.28,10.32,51.61,27.75,2019-03-19,NA
"1851",2019-03-19 03:00:00,40.2,11.38,51.23,28.25,2019-03-19,NA
"1852",2019-03-19 04:00:00,40.32,11.6,59.7,23.75,2019-03-19,NA
"1853",2019-03-19 05:00:00,44.23,12.25,58.29,26.5,2019-03-19,NA
"1854",2019-03-19 06:00:00,45.12,7.65,50.86,29.75,2019-03-19,NA
"1855",2019-03-19 07:00:00,57.15,5.78,19.12,36.75,2019-03-19,NA
"1856",2019-03-19 08:00:00,54.1,8.45,21.21,45.5,2019-03-19,NA
"1857",2019-03-19 09:00:00,48.6,12.58,21.7,52.25,2019-03-19,NA
"1858",2019-03-19 10:00:00,54.55,13.25,36.25,38.5,2019-03-19,NA
"1859",2019-03-19 11:00:00,58.17,10.93,56.4,31.75,2019-03-19,NA
"1860",2019-03-19 12:00:00,50.2,10.48,65.12,33.25,2019-03-19,NA
"1861",2019-03-19 13:00:00,61.55,5.55,67.84,31.75,2019-03-19,NA
"1862",2019-03-19 14:00:00,67.25,2.62,85.94,34.75,2019-03-19,NA
"1863",2019-03-19 15:00:00,85.25,1.4,108.83,40.25,2019-03-19,NA
"1864",2019-03-19 16:00:00,98.82,0.7,138.31,51.75,2019-03-19,NA
"1865",2019-03-19 17:00:00,86.28,3.3,131.01,54.25,2019-03-19,NA
"1866",2019-03-19 18:00:00,71.03,6.12,150.04,45.75,2019-03-19,NA
"1867",2019-03-19 19:00:00,76.32,8.05,108.84,45,2019-03-19,NA
"1868",2019-03-19 20:00:00,87.85,6.83,54.85,58,2019-03-19,NA
"1869",2019-03-19 21:00:00,88.33,8.38,44.7,56.25,2019-03-19,NA
"1870",2019-03-19 22:00:00,72.92,2.62,58.26,47.75,2019-03-19,NA
"1871",2019-03-19 23:00:00,63.85,0.8,71.64,36.75,2019-03-19,NA
"1872",2019-03-20 00:00:00,59.88,1.3,67.33,33.5,2019-03-20,NA
"1873",2019-03-20 01:00:00,45.75,7.07,73.83,NA,2019-03-20,NA
"1874",2019-03-20 02:00:00,44.98,10.97,63.03,31.75,2019-03-20,NA
"1875",2019-03-20 03:00:00,41.45,12.35,68.05,38.75,2019-03-20,NA
"1876",2019-03-20 04:00:00,39.33,12.43,61.47,34.5,2019-03-20,NA
"1877",2019-03-20 05:00:00,42.35,11.18,50.05,32.75,2019-03-20,NA
"1878",2019-03-20 06:00:00,45.83,5.7,33.9,33.25,2019-03-20,NA
"1879",2019-03-20 07:00:00,58.05,10.3,14.86,41.5,2019-03-20,NA
"1880",2019-03-20 08:00:00,53.65,13.18,19.77,52.75,2019-03-20,NA
"1881",2019-03-20 09:00:00,46.3,18.15,27.73,44.75,2019-03-20,NA
"1882",2019-03-20 10:00:00,49.5,17.38,32.87,39.75,2019-03-20,NA
"1883",2019-03-20 11:00:00,55.67,15.12,53.03,36,2019-03-20,NA
"1884",2019-03-20 12:00:00,60.8,9.8,60.5,37.25,2019-03-20,NA
"1885",2019-03-20 13:00:00,68.35,7.8,73.67,40.25,2019-03-20,NA
"1886",2019-03-20 14:00:00,76.47,7.25,70.28,39,2019-03-20,NA
"1887",2019-03-20 15:00:00,87.35,6.95,77.58,42.75,2019-03-20,NA
"1888",2019-03-20 16:00:00,78.9,7.17,96.17,44,2019-03-20,NA
"1889",2019-03-20 17:00:00,85.4,10.8,76.89,41.25,2019-03-20,NA
"1890",2019-03-20 18:00:00,73.62,13.28,99.85,43,2019-03-20,NA
"1891",2019-03-20 19:00:00,75.05,12.25,87.81,44.75,2019-03-20,NA
"1892",2019-03-20 20:00:00,91.23,6.62,42.67,41,2019-03-20,NA
"1893",2019-03-20 21:00:00,89.82,9.32,55.85,54,2019-03-20,NA
"1894",2019-03-20 22:00:00,69.83,4.58,81.71,50,2019-03-20,NA
"1895",2019-03-20 23:00:00,62.9,3.35,82.09,37.5,2019-03-20,NA
"1896",2019-03-21 00:00:00,56.2,2.98,88.15,34.5,2019-03-21,NA
"1897",2019-03-21 01:00:00,46.4,6.47,90.83,30.25,2019-03-21,NA
"1898",2019-03-21 02:00:00,43.08,8.97,80.74,30.75,2019-03-21,NA
"1899",2019-03-21 03:00:00,40.48,14.43,77.78,29.75,2019-03-21,NA
"1900",2019-03-21 04:00:00,40.38,13.12,54.3,30.75,2019-03-21,NA
"1901",2019-03-21 05:00:00,44.75,14.07,46.03,39.25,2019-03-21,NA
"1902",2019-03-21 06:00:00,44.33,7.3,41.56,46.75,2019-03-21,NA
"1903",2019-03-21 07:00:00,53.1,9.75,16.8,42.5,2019-03-21,NA
"1904",2019-03-21 08:00:00,54.85,11.85,34.61,48,2019-03-21,NA
"1905",2019-03-21 09:00:00,50.2,12.97,44.98,42,2019-03-21,NA
"1906",2019-03-21 10:00:00,55.58,13.62,52.82,NA,2019-03-21,NA
"1907",2019-03-21 11:00:00,70.8,13.6,53.35,41.75,2019-03-21,NA
"1908",2019-03-21 12:00:00,72.43,7.45,73.68,40.5,2019-03-21,NA
"1909",2019-03-21 13:00:00,77.75,6.55,100.44,39,2019-03-21,NA
"1910",2019-03-21 14:00:00,85.12,6.1,134.29,43.5,2019-03-21,NA
"1911",2019-03-21 15:00:00,81.9,5.75,150.01,53.5,2019-03-21,NA
"1912",2019-03-21 16:00:00,82.72,6.7,154.93,44.25,2019-03-21,NA
"1913",2019-03-21 17:00:00,85.25,9.07,142.6,47,2019-03-21,NA
"1914",2019-03-21 18:00:00,81.82,10.9,123.56,43.5,2019-03-21,NA
"1915",2019-03-21 19:00:00,95.45,7.65,79.78,42,2019-03-21,NA
"1916",2019-03-21 20:00:00,99.7,1.95,48.97,38,2019-03-21,NA
"1917",2019-03-21 21:00:00,92.28,3.75,47.15,39.25,2019-03-21,NA
"1918",2019-03-21 22:00:00,77.9,NA,50.2,40.25,2019-03-21,NA
"1919",2019-03-21 23:00:00,66.47,NA,63.17,30.5,2019-03-21,NA
"1920",2019-03-22 00:00:00,61.08,NA,82.23,26.75,2019-03-22,NA
"1921",2019-03-22 01:00:00,52.17,NA,83.75,30,2019-03-22,NA
"1922",2019-03-22 02:00:00,47.02,18.25,76.23,31.75,2019-03-22,NA
"1923",2019-03-22 03:00:00,44.38,29.38,66.52,27.5,2019-03-22,NA
"1924",2019-03-22 04:00:00,44.15,27.65,57.47,24.75,2019-03-22,NA
"1925",2019-03-22 05:00:00,42.15,21.38,64.68,21.75,2019-03-22,NA
"1926",2019-03-22 06:00:00,43.6,11.3,59.01,26.25,2019-03-22,NA
"1927",2019-03-22 07:00:00,60.6,13,22.15,37.5,2019-03-22,NA
"1928",2019-03-22 08:00:00,59.3,14.35,31.45,48,2019-03-22,NA
"1929",2019-03-22 09:00:00,52.47,17.2,39.86,42.5,2019-03-22,NA
"1930",2019-03-22 10:00:00,55.35,17.98,47.47,54,2019-03-22,NA
"1931",2019-03-22 11:00:00,61.98,13.93,59.58,54.75,2019-03-22,NA
"1932",2019-03-22 12:00:00,62.1,11.5,86.95,45.25,2019-03-22,NA
"1933",2019-03-22 13:00:00,64.45,8.57,93.89,37.25,2019-03-22,NA
"1934",2019-03-22 14:00:00,68.35,6.02,115.48,36.5,2019-03-22,NA
"1935",2019-03-22 15:00:00,82.4,5.35,136.85,35,2019-03-22,NA
"1936",2019-03-22 16:00:00,89.43,5.62,141.09,44.75,2019-03-22,NA
"1937",2019-03-22 17:00:00,77.88,5.1,130.52,45.25,2019-03-22,NA
"1938",2019-03-22 18:00:00,78.9,9,126.17,40.75,2019-03-22,NA
"1939",2019-03-22 19:00:00,85.25,8.25,89.68,43.5,2019-03-22,NA
"1940",2019-03-22 20:00:00,99.92,9.65,34.94,46.75,2019-03-22,NA
"1941",2019-03-22 21:00:00,105.25,11.57,24.59,52,2019-03-22,NA
"1942",2019-03-22 22:00:00,97.65,8.15,34.7,54,2019-03-22,NA
"1943",2019-03-22 23:00:00,75.4,3.38,58.88,50.5,2019-03-22,NA
"1944",2019-03-23 00:00:00,66,3.55,71.25,39.25,2019-03-23,NA
"1945",2019-03-23 01:00:00,60.6,3.02,76.46,35.75,2019-03-23,NA
"1946",2019-03-23 02:00:00,50.33,6.15,87.56,30.25,2019-03-23,NA
"1947",2019-03-23 03:00:00,47.08,8.57,94.55,25.5,2019-03-23,NA
"1948",2019-03-23 04:00:00,45.8,10.2,72.06,28,2019-03-23,NA
"1949",2019-03-23 05:00:00,45.1,7.75,65.99,31.5,2019-03-23,NA
"1950",2019-03-23 06:00:00,46.38,4.15,59.48,35.25,2019-03-23,NA
"1951",2019-03-23 07:00:00,52.25,9.38,48.34,43.5,2019-03-23,NA
"1952",2019-03-23 08:00:00,52.9,14.12,53.39,47.75,2019-03-23,NA
"1953",2019-03-23 09:00:00,51.88,14.72,59.49,44.75,2019-03-23,NA
"1954",2019-03-23 10:00:00,54.2,15.38,45.02,38.75,2019-03-23,NA
"1955",2019-03-23 11:00:00,59.02,15.12,49.26,41.75,2019-03-23,NA
"1956",2019-03-23 12:00:00,58.85,13.43,49.11,41.25,2019-03-23,NA
"1957",2019-03-23 13:00:00,68.45,9.25,72.18,32.25,2019-03-23,NA
"1958",2019-03-23 14:00:00,89.57,2.3,77.03,33,2019-03-23,NA
"1959",2019-03-23 15:00:00,91.82,2.12,115.89,44.25,2019-03-23,NA
"1960",2019-03-23 16:00:00,91.3,3.25,109.81,49.75,2019-03-23,NA
"1961",2019-03-23 17:00:00,82.95,1.48,122.8,46.5,2019-03-23,NA
"1962",2019-03-23 18:00:00,78.47,6.3,104.65,45.75,2019-03-23,NA
"1963",2019-03-23 19:00:00,91.95,8.82,68.87,41.25,2019-03-23,NA
"1964",2019-03-23 20:00:00,108.55,10.18,18.15,49.5,2019-03-23,NA
"1965",2019-03-23 21:00:00,115.25,10.4,9.04,54,2019-03-23,NA
"1966",2019-03-23 22:00:00,96.27,6.22,26.87,51.75,2019-03-23,NA
"1967",2019-03-23 23:00:00,75.55,3.12,60.14,44.25,2019-03-23,NA
"1968",2019-03-24 00:00:00,67.83,3.35,79.09,40.25,2019-03-24,NA
"1969",2019-03-24 01:00:00,57.2,4.95,90.11,34.25,2019-03-24,NA
"1970",2019-03-24 02:00:00,50.05,8.55,90.37,32.5,2019-03-24,NA
"1971",2019-03-24 03:00:00,45.7,9.47,92.5,34,2019-03-24,NA
"1972",2019-03-24 04:00:00,45.4,6.93,66.73,NA,2019-03-24,NA
"1973",2019-03-24 05:00:00,41.75,6.85,61.67,33.75,2019-03-24,NA
"1974",2019-03-24 06:00:00,46.1,2.6,51.74,34.5,2019-03-24,NA
"1975",2019-03-24 07:00:00,46.55,2.9,45.31,40.5,2019-03-24,NA
"1976",2019-03-24 08:00:00,50.85,3.7,40.81,47.25,2019-03-24,NA
"1977",2019-03-24 09:00:00,50.53,5.28,50.17,51.75,2019-03-24,NA
"1978",2019-03-24 10:00:00,51.08,8.48,53.64,44,2019-03-24,NA
"1979",2019-03-24 11:00:00,53.75,8.72,62.62,41,2019-03-24,NA
"1980",2019-03-24 12:00:00,58.9,9.3,74.79,28,2019-03-24,NA
"1981",2019-03-24 13:00:00,68.3,5.62,102.28,30,2019-03-24,NA
"1982",2019-03-24 14:00:00,79.58,1.9,120.08,36.5,2019-03-24,NA
"1983",2019-03-24 15:00:00,75.8,1.48,108.86,39.5,2019-03-24,NA
"1984",2019-03-24 16:00:00,75.6,0.7,106.17,44.25,2019-03-24,NA
"1985",2019-03-24 17:00:00,71.23,1.82,106.62,43.75,2019-03-24,NA
"1986",2019-03-24 18:00:00,69.82,4.72,91.3,39.75,2019-03-24,NA
"1987",2019-03-24 19:00:00,83.42,8.6,59.84,40.75,2019-03-24,NA
"1988",2019-03-24 20:00:00,86.57,10.53,53.96,47.75,2019-03-24,NA
"1989",2019-03-24 21:00:00,63.05,9.12,92.65,48.25,2019-03-24,NA
"1990",2019-03-24 22:00:00,66.7,5,74.83,33.25,2019-03-24,NA
"1991",2019-03-24 23:00:00,59.17,4.6,93.1,31.75,2019-03-24,NA
"1992",2019-03-25 00:00:00,55.47,8.3,103.46,33.25,2019-03-25,NA
"1993",2019-03-25 01:00:00,48.52,11.43,113.82,31.75,2019-03-25,NA
"1994",2019-03-25 02:00:00,40.95,13.88,109.24,33.5,2019-03-25,NA
"1995",2019-03-25 03:00:00,40.02,12.27,96.42,31.75,2019-03-25,NA
"1996",2019-03-25 04:00:00,41.08,12.22,67.23,NA,2019-03-25,NA
"1997",2019-03-25 05:00:00,46.8,14.53,47.77,34.25,2019-03-25,NA
"1998",2019-03-25 06:00:00,52.47,9.05,34.51,36.75,2019-03-25,NA
"1999",2019-03-25 07:00:00,55.5,9.25,26.11,44.5,2019-03-25,NA
"2000",2019-03-25 08:00:00,58.58,17.75,24.01,51.75,2019-03-25,NA
"2001",2019-03-25 09:00:00,59.12,20.9,43.9,50.75,2019-03-25,NA
"2002",2019-03-25 10:00:00,63.83,14.88,57.71,50.25,2019-03-25,NA
"2003",2019-03-25 11:00:00,74.83,12.08,70.5,50.5,2019-03-25,NA
