"","date","NO2","SO2","Ozone","PM2.5","day","ratio"
"1",2018-01-01 01:00:00,NA,NA,NA,NA,2018-01-01,NA
"2",2018-01-01 02:00:00,NA,NA,NA,NA,2018-01-01,NA
"3",2018-01-01 03:00:00,NA,NA,NA,NA,2018-01-01,NA
"4",2018-01-01 04:00:00,NA,NA,NA,NA,2018-01-01,NA
"5",2018-01-01 05:00:00,NA,NA,NA,NA,2018-01-01,NA
"6",2018-01-01 06:00:00,NA,NA,NA,NA,2018-01-01,NA
"7",2018-01-01 07:00:00,NA,NA,NA,NA,2018-01-01,NA
"8",2018-01-01 08:00:00,NA,NA,NA,NA,2018-01-01,NA
"9",2018-01-01 09:00:00,NA,NA,NA,NA,2018-01-01,NA
"10",2018-01-01 10:00:00,NA,NA,NA,NA,2018-01-01,NA
"11",2018-01-01 11:00:00,NA,NA,NA,NA,2018-01-01,NA
"12",2018-01-01 12:00:00,NA,NA,NA,NA,2018-01-01,NA
"13",2018-01-01 13:00:00,NA,NA,NA,NA,2018-01-01,NA
"14",2018-01-01 14:00:00,NA,NA,NA,NA,2018-01-01,NA
"15",2018-01-01 15:00:00,NA,NA,NA,NA,2018-01-01,NA
"16",2018-01-01 16:00:00,NA,NA,NA,NA,2018-01-01,NA
"17",2018-01-01 17:00:00,NA,NA,NA,NA,2018-01-01,NA
"18",2018-01-01 18:00:00,NA,NA,NA,NA,2018-01-01,NA
"19",2018-01-01 19:00:00,NA,NA,NA,NA,2018-01-01,NA
"20",2018-01-01 20:00:00,NA,NA,NA,NA,2018-01-01,NA
"21",2018-01-01 21:00:00,NA,NA,NA,NA,2018-01-01,NA
"22",2018-01-01 22:00:00,NA,NA,NA,NA,2018-01-01,NA
"23",2018-01-01 23:00:00,NA,NA,NA,NA,2018-01-01,NA
"24",2018-01-02 00:00:00,NA,NA,NA,NA,2018-01-02,NA
"25",2018-01-02 01:00:00,NA,NA,NA,NA,2018-01-02,NA
"26",2018-01-02 02:00:00,NA,NA,NA,NA,2018-01-02,NA
"27",2018-01-02 03:00:00,NA,NA,NA,NA,2018-01-02,NA
"28",2018-01-02 04:00:00,NA,NA,NA,NA,2018-01-02,NA
"29",2018-01-02 05:00:00,NA,NA,NA,NA,2018-01-02,NA
"30",2018-01-02 06:00:00,NA,NA,NA,NA,2018-01-02,NA
"31",2018-01-02 07:00:00,NA,NA,NA,NA,2018-01-02,NA
"32",2018-01-02 08:00:00,NA,NA,NA,NA,2018-01-02,NA
"33",2018-01-02 09:00:00,NA,NA,NA,NA,2018-01-02,NA
"34",2018-01-02 10:00:00,NA,NA,NA,NA,2018-01-02,NA
"35",2018-01-02 11:00:00,NA,NA,NA,NA,2018-01-02,NA
"36",2018-01-02 12:00:00,NA,NA,NA,NA,2018-01-02,NA
"37",2018-01-02 13:00:00,NA,NA,NA,NA,2018-01-02,NA
"38",2018-01-02 14:00:00,NA,NA,NA,NA,2018-01-02,NA
"39",2018-01-02 15:00:00,NA,NA,NA,NA,2018-01-02,NA
"40",2018-01-02 16:00:00,NA,NA,NA,NA,2018-01-02,NA
"41",2018-01-02 17:00:00,NA,NA,NA,NA,2018-01-02,NA
"42",2018-01-02 18:00:00,NA,NA,NA,NA,2018-01-02,NA
"43",2018-01-02 19:00:00,NA,NA,NA,NA,2018-01-02,NA
"44",2018-01-02 20:00:00,NA,NA,NA,NA,2018-01-02,NA
"45",2018-01-02 21:00:00,NA,NA,NA,NA,2018-01-02,NA
"46",2018-01-02 22:00:00,NA,NA,NA,NA,2018-01-02,NA
"47",2018-01-02 23:00:00,NA,NA,NA,NA,2018-01-02,NA
"48",2018-01-03 00:00:00,NA,NA,NA,NA,2018-01-03,NA
"49",2018-01-03 01:00:00,NA,NA,NA,NA,2018-01-03,NA
"50",2018-01-03 02:00:00,NA,NA,NA,NA,2018-01-03,NA
"51",2018-01-03 03:00:00,NA,NA,NA,NA,2018-01-03,NA
"52",2018-01-03 04:00:00,NA,NA,NA,NA,2018-01-03,NA
"53",2018-01-03 05:00:00,NA,NA,NA,NA,2018-01-03,NA
"54",2018-01-03 06:00:00,NA,NA,NA,NA,2018-01-03,NA
"55",2018-01-03 07:00:00,NA,NA,NA,NA,2018-01-03,NA
"56",2018-01-03 08:00:00,NA,NA,NA,NA,2018-01-03,NA
"57",2018-01-03 09:00:00,NA,NA,NA,NA,2018-01-03,NA
"58",2018-01-03 10:00:00,NA,NA,NA,NA,2018-01-03,NA
"59",2018-01-03 11:00:00,NA,NA,NA,NA,2018-01-03,NA
"60",2018-01-03 12:00:00,NA,NA,NA,NA,2018-01-03,NA
"61",2018-01-03 13:00:00,NA,NA,NA,NA,2018-01-03,NA
"62",2018-01-03 14:00:00,NA,NA,NA,NA,2018-01-03,NA
"63",2018-01-03 15:00:00,NA,NA,NA,NA,2018-01-03,NA
"64",2018-01-03 16:00:00,NA,NA,NA,NA,2018-01-03,NA
"65",2018-01-03 17:00:00,NA,NA,NA,NA,2018-01-03,NA
"66",2018-01-03 18:00:00,NA,NA,NA,NA,2018-01-03,NA
"67",2018-01-03 19:00:00,NA,NA,NA,NA,2018-01-03,NA
"68",2018-01-03 20:00:00,NA,NA,NA,NA,2018-01-03,NA
"69",2018-01-03 21:00:00,NA,NA,NA,NA,2018-01-03,NA
"70",2018-01-03 22:00:00,NA,NA,NA,NA,2018-01-03,NA
"71",2018-01-03 23:00:00,NA,NA,NA,NA,2018-01-03,NA
"72",2018-01-04 00:00:00,NA,NA,NA,NA,2018-01-04,NA
"73",2018-01-04 01:00:00,NA,NA,NA,NA,2018-01-04,NA
"74",2018-01-04 02:00:00,NA,NA,NA,NA,2018-01-04,NA
"75",2018-01-04 03:00:00,NA,NA,NA,NA,2018-01-04,NA
"76",2018-01-04 04:00:00,NA,NA,NA,NA,2018-01-04,NA
"77",2018-01-04 05:00:00,NA,NA,NA,NA,2018-01-04,NA
"78",2018-01-04 06:00:00,NA,NA,NA,NA,2018-01-04,NA
"79",2018-01-04 07:00:00,NA,NA,NA,NA,2018-01-04,NA
"80",2018-01-04 08:00:00,NA,NA,NA,NA,2018-01-04,NA
"81",2018-01-04 09:00:00,NA,NA,NA,NA,2018-01-04,NA
"82",2018-01-04 10:00:00,NA,NA,NA,NA,2018-01-04,NA
"83",2018-01-04 11:00:00,NA,NA,NA,NA,2018-01-04,NA
"84",2018-01-04 12:00:00,NA,NA,NA,NA,2018-01-04,NA
"85",2018-01-04 13:00:00,NA,NA,NA,NA,2018-01-04,NA
"86",2018-01-04 14:00:00,NA,NA,NA,NA,2018-01-04,NA
"87",2018-01-04 15:00:00,NA,NA,NA,NA,2018-01-04,NA
"88",2018-01-04 16:00:00,NA,NA,NA,NA,2018-01-04,NA
"89",2018-01-04 17:00:00,NA,NA,NA,NA,2018-01-04,NA
"90",2018-01-04 18:00:00,NA,NA,NA,NA,2018-01-04,NA
"91",2018-01-04 19:00:00,NA,NA,NA,NA,2018-01-04,NA
"92",2018-01-04 20:00:00,NA,NA,NA,NA,2018-01-04,NA
"93",2018-01-04 21:00:00,NA,NA,NA,NA,2018-01-04,NA
"94",2018-01-04 22:00:00,NA,NA,NA,NA,2018-01-04,NA
"95",2018-01-04 23:00:00,NA,NA,NA,NA,2018-01-04,NA
"96",2018-01-05 00:00:00,NA,NA,NA,NA,2018-01-05,NA
"97",2018-01-05 01:00:00,NA,NA,NA,NA,2018-01-05,NA
"98",2018-01-05 02:00:00,NA,NA,NA,NA,2018-01-05,NA
"99",2018-01-05 03:00:00,NA,NA,NA,NA,2018-01-05,NA
"100",2018-01-05 04:00:00,NA,NA,NA,NA,2018-01-05,NA
"101",2018-01-05 05:00:00,NA,NA,NA,NA,2018-01-05,NA
"102",2018-01-05 06:00:00,NA,NA,NA,NA,2018-01-05,NA
"103",2018-01-05 07:00:00,NA,NA,NA,NA,2018-01-05,NA
"104",2018-01-05 08:00:00,NA,NA,NA,NA,2018-01-05,NA
"105",2018-01-05 09:00:00,NA,NA,NA,NA,2018-01-05,NA
"106",2018-01-05 10:00:00,NA,NA,NA,NA,2018-01-05,NA
"107",2018-01-05 11:00:00,NA,NA,NA,NA,2018-01-05,NA
"108",2018-01-05 12:00:00,NA,NA,NA,NA,2018-01-05,NA
"109",2018-01-05 13:00:00,NA,NA,NA,NA,2018-01-05,NA
"110",2018-01-05 14:00:00,NA,NA,NA,NA,2018-01-05,NA
"111",2018-01-05 15:00:00,NA,NA,NA,NA,2018-01-05,NA
"112",2018-01-05 16:00:00,NA,NA,NA,NA,2018-01-05,NA
"113",2018-01-05 17:00:00,NA,NA,NA,NA,2018-01-05,NA
"114",2018-01-05 18:00:00,NA,NA,NA,NA,2018-01-05,NA
"115",2018-01-05 19:00:00,NA,NA,NA,NA,2018-01-05,NA
"116",2018-01-05 20:00:00,NA,NA,NA,NA,2018-01-05,NA
"117",2018-01-05 21:00:00,NA,NA,NA,NA,2018-01-05,NA
"118",2018-01-05 22:00:00,NA,NA,NA,NA,2018-01-05,NA
"119",2018-01-05 23:00:00,NA,NA,NA,NA,2018-01-05,NA
"120",2018-01-06 00:00:00,NA,NA,NA,NA,2018-01-06,NA
"121",2018-01-06 01:00:00,NA,NA,NA,NA,2018-01-06,NA
"122",2018-01-06 02:00:00,NA,NA,NA,NA,2018-01-06,NA
"123",2018-01-06 03:00:00,NA,NA,NA,NA,2018-01-06,NA
"124",2018-01-06 04:00:00,NA,NA,NA,NA,2018-01-06,NA
"125",2018-01-06 05:00:00,NA,NA,NA,NA,2018-01-06,NA
"126",2018-01-06 06:00:00,NA,NA,NA,NA,2018-01-06,NA
"127",2018-01-06 07:00:00,NA,NA,NA,NA,2018-01-06,NA
"128",2018-01-06 08:00:00,NA,NA,NA,NA,2018-01-06,NA
"129",2018-01-06 09:00:00,NA,NA,NA,NA,2018-01-06,NA
"130",2018-01-06 10:00:00,NA,NA,NA,NA,2018-01-06,NA
"131",2018-01-06 11:00:00,NA,NA,NA,NA,2018-01-06,NA
"132",2018-01-06 12:00:00,NA,NA,NA,NA,2018-01-06,NA
"133",2018-01-06 13:00:00,NA,NA,NA,NA,2018-01-06,NA
"134",2018-01-06 14:00:00,NA,NA,NA,NA,2018-01-06,NA
"135",2018-01-06 15:00:00,NA,NA,NA,NA,2018-01-06,NA
"136",2018-01-06 16:00:00,NA,NA,NA,NA,2018-01-06,NA
"137",2018-01-06 17:00:00,NA,NA,NA,NA,2018-01-06,NA
"138",2018-01-06 18:00:00,NA,NA,NA,NA,2018-01-06,NA
"139",2018-01-06 19:00:00,NA,NA,NA,NA,2018-01-06,NA
"140",2018-01-06 20:00:00,NA,NA,NA,NA,2018-01-06,NA
"141",2018-01-06 21:00:00,NA,NA,NA,NA,2018-01-06,NA
"142",2018-01-06 22:00:00,NA,NA,NA,NA,2018-01-06,NA
"143",2018-01-06 23:00:00,NA,NA,NA,NA,2018-01-06,NA
"144",2018-01-07 00:00:00,NA,NA,NA,NA,2018-01-07,NA
"145",2018-01-07 01:00:00,NA,NA,NA,NA,2018-01-07,NA
"146",2018-01-07 02:00:00,NA,NA,NA,NA,2018-01-07,NA
"147",2018-01-07 03:00:00,NA,NA,NA,NA,2018-01-07,NA
"148",2018-01-07 04:00:00,NA,NA,NA,NA,2018-01-07,NA
"149",2018-01-07 05:00:00,NA,NA,NA,NA,2018-01-07,NA
"150",2018-01-07 06:00:00,NA,NA,NA,NA,2018-01-07,NA
"151",2018-01-07 07:00:00,NA,NA,NA,NA,2018-01-07,NA
"152",2018-01-07 08:00:00,NA,NA,NA,NA,2018-01-07,NA
"153",2018-01-07 09:00:00,NA,NA,NA,NA,2018-01-07,NA
"154",2018-01-07 10:00:00,NA,NA,NA,NA,2018-01-07,NA
"155",2018-01-07 11:00:00,NA,NA,NA,NA,2018-01-07,NA
"156",2018-01-07 12:00:00,NA,NA,NA,NA,2018-01-07,NA
"157",2018-01-07 13:00:00,NA,NA,NA,NA,2018-01-07,NA
"158",2018-01-07 14:00:00,NA,NA,NA,NA,2018-01-07,NA
"159",2018-01-07 15:00:00,NA,NA,NA,NA,2018-01-07,NA
"160",2018-01-07 16:00:00,NA,NA,NA,NA,2018-01-07,NA
"161",2018-01-07 17:00:00,NA,NA,NA,NA,2018-01-07,NA
"162",2018-01-07 18:00:00,NA,NA,NA,NA,2018-01-07,NA
"163",2018-01-07 19:00:00,NA,NA,NA,NA,2018-01-07,NA
"164",2018-01-07 20:00:00,NA,NA,NA,NA,2018-01-07,NA
"165",2018-01-07 21:00:00,NA,NA,NA,NA,2018-01-07,NA
"166",2018-01-07 22:00:00,NA,NA,NA,NA,2018-01-07,NA
"167",2018-01-07 23:00:00,NA,NA,NA,NA,2018-01-07,NA
"168",2018-01-08 00:00:00,NA,NA,NA,NA,2018-01-08,NA
"169",2018-01-08 01:00:00,NA,NA,NA,NA,2018-01-08,NA
"170",2018-01-08 02:00:00,NA,NA,NA,NA,2018-01-08,NA
"171",2018-01-08 03:00:00,NA,NA,NA,NA,2018-01-08,NA
"172",2018-01-08 04:00:00,NA,NA,NA,NA,2018-01-08,NA
"173",2018-01-08 05:00:00,NA,NA,NA,NA,2018-01-08,NA
"174",2018-01-08 06:00:00,NA,NA,NA,NA,2018-01-08,NA
"175",2018-01-08 07:00:00,NA,NA,NA,NA,2018-01-08,NA
"176",2018-01-08 08:00:00,NA,NA,NA,NA,2018-01-08,NA
"177",2018-01-08 09:00:00,NA,NA,NA,NA,2018-01-08,NA
"178",2018-01-08 10:00:00,NA,NA,NA,NA,2018-01-08,NA
"179",2018-01-08 11:00:00,NA,NA,NA,NA,2018-01-08,NA
"180",2018-01-08 12:00:00,NA,NA,NA,NA,2018-01-08,NA
"181",2018-01-08 13:00:00,NA,NA,NA,NA,2018-01-08,NA
"182",2018-01-08 14:00:00,NA,NA,NA,NA,2018-01-08,NA
"183",2018-01-08 15:00:00,NA,NA,NA,NA,2018-01-08,NA
"184",2018-01-08 16:00:00,NA,NA,NA,NA,2018-01-08,NA
"185",2018-01-08 17:00:00,NA,NA,NA,NA,2018-01-08,NA
"186",2018-01-08 18:00:00,NA,NA,NA,NA,2018-01-08,NA
"187",2018-01-08 19:00:00,NA,NA,NA,NA,2018-01-08,NA
"188",2018-01-08 20:00:00,NA,NA,NA,NA,2018-01-08,NA
"189",2018-01-08 21:00:00,NA,NA,NA,NA,2018-01-08,NA
"190",2018-01-08 22:00:00,NA,NA,NA,NA,2018-01-08,NA
"191",2018-01-08 23:00:00,NA,NA,NA,NA,2018-01-08,NA
"192",2018-01-09 00:00:00,NA,NA,NA,NA,2018-01-09,NA
"193",2018-01-09 01:00:00,NA,NA,NA,NA,2018-01-09,NA
"194",2018-01-09 02:00:00,NA,NA,NA,NA,2018-01-09,NA
"195",2018-01-09 03:00:00,NA,NA,NA,NA,2018-01-09,NA
"196",2018-01-09 04:00:00,NA,NA,NA,NA,2018-01-09,NA
"197",2018-01-09 05:00:00,NA,NA,NA,NA,2018-01-09,NA
"198",2018-01-09 06:00:00,NA,NA,NA,NA,2018-01-09,NA
"199",2018-01-09 07:00:00,NA,NA,NA,NA,2018-01-09,NA
"200",2018-01-09 08:00:00,NA,NA,NA,NA,2018-01-09,NA
"201",2018-01-09 09:00:00,NA,NA,NA,NA,2018-01-09,NA
"202",2018-01-09 10:00:00,NA,NA,NA,NA,2018-01-09,NA
"203",2018-01-09 11:00:00,NA,NA,NA,NA,2018-01-09,NA
"204",2018-01-09 12:00:00,NA,NA,NA,NA,2018-01-09,NA
"205",2018-01-09 13:00:00,NA,NA,NA,NA,2018-01-09,NA
"206",2018-01-09 14:00:00,NA,NA,NA,NA,2018-01-09,NA
"207",2018-01-09 15:00:00,NA,NA,NA,NA,2018-01-09,NA
"208",2018-01-09 16:00:00,NA,NA,NA,NA,2018-01-09,NA
"209",2018-01-09 17:00:00,NA,NA,NA,NA,2018-01-09,NA
"210",2018-01-09 18:00:00,NA,NA,NA,NA,2018-01-09,NA
"211",2018-01-09 19:00:00,NA,NA,NA,NA,2018-01-09,NA
"212",2018-01-09 20:00:00,NA,NA,NA,NA,2018-01-09,NA
"213",2018-01-09 21:00:00,NA,NA,NA,NA,2018-01-09,NA
"214",2018-01-09 22:00:00,NA,NA,NA,NA,2018-01-09,NA
"215",2018-01-09 23:00:00,NA,NA,NA,NA,2018-01-09,NA
"216",2018-01-10 00:00:00,NA,NA,NA,NA,2018-01-10,NA
"217",2018-01-10 01:00:00,NA,NA,NA,NA,2018-01-10,NA
"218",2018-01-10 02:00:00,NA,NA,NA,NA,2018-01-10,NA
"219",2018-01-10 03:00:00,NA,NA,NA,NA,2018-01-10,NA
"220",2018-01-10 04:00:00,NA,NA,NA,NA,2018-01-10,NA
"221",2018-01-10 05:00:00,NA,NA,NA,NA,2018-01-10,NA
"222",2018-01-10 06:00:00,NA,NA,NA,NA,2018-01-10,NA
"223",2018-01-10 07:00:00,NA,NA,NA,NA,2018-01-10,NA
"224",2018-01-10 08:00:00,NA,NA,NA,NA,2018-01-10,NA
"225",2018-01-10 09:00:00,NA,NA,NA,NA,2018-01-10,NA
"226",2018-01-10 10:00:00,NA,NA,NA,NA,2018-01-10,NA
"227",2018-01-10 11:00:00,NA,NA,NA,NA,2018-01-10,NA
"228",2018-01-10 12:00:00,NA,NA,NA,NA,2018-01-10,NA
"229",2018-01-10 13:00:00,NA,NA,NA,NA,2018-01-10,NA
"230",2018-01-10 14:00:00,NA,NA,NA,NA,2018-01-10,NA
"231",2018-01-10 15:00:00,NA,NA,NA,NA,2018-01-10,NA
"232",2018-01-10 16:00:00,NA,NA,NA,NA,2018-01-10,NA
"233",2018-01-10 17:00:00,NA,NA,NA,NA,2018-01-10,NA
"234",2018-01-10 18:00:00,NA,NA,NA,NA,2018-01-10,NA
"235",2018-01-10 19:00:00,NA,NA,NA,NA,2018-01-10,NA
"236",2018-01-10 20:00:00,NA,NA,NA,NA,2018-01-10,NA
"237",2018-01-10 21:00:00,NA,NA,NA,NA,2018-01-10,NA
"238",2018-01-10 22:00:00,NA,NA,NA,NA,2018-01-10,NA
"239",2018-01-10 23:00:00,NA,NA,NA,NA,2018-01-10,NA
"240",2018-01-11 00:00:00,NA,NA,NA,NA,2018-01-11,NA
"241",2018-01-11 01:00:00,NA,NA,NA,NA,2018-01-11,NA
"242",2018-01-11 02:00:00,NA,NA,NA,NA,2018-01-11,NA
"243",2018-01-11 03:00:00,NA,NA,NA,NA,2018-01-11,NA
"244",2018-01-11 04:00:00,NA,NA,NA,NA,2018-01-11,NA
"245",2018-01-11 05:00:00,NA,NA,NA,NA,2018-01-11,NA
"246",2018-01-11 06:00:00,NA,NA,NA,NA,2018-01-11,NA
"247",2018-01-11 07:00:00,NA,NA,NA,NA,2018-01-11,NA
"248",2018-01-11 08:00:00,NA,NA,NA,NA,2018-01-11,NA
"249",2018-01-11 09:00:00,NA,NA,NA,NA,2018-01-11,NA
"250",2018-01-11 10:00:00,NA,NA,NA,NA,2018-01-11,NA
"251",2018-01-11 11:00:00,NA,NA,NA,NA,2018-01-11,NA
"252",2018-01-11 12:00:00,NA,NA,NA,NA,2018-01-11,NA
"253",2018-01-11 13:00:00,NA,NA,NA,NA,2018-01-11,NA
"254",2018-01-11 14:00:00,NA,NA,NA,NA,2018-01-11,NA
"255",2018-01-11 15:00:00,NA,NA,NA,NA,2018-01-11,NA
"256",2018-01-11 16:00:00,NA,NA,NA,NA,2018-01-11,NA
"257",2018-01-11 17:00:00,NA,NA,NA,NA,2018-01-11,NA
"258",2018-01-11 18:00:00,NA,NA,NA,NA,2018-01-11,NA
"259",2018-01-11 19:00:00,NA,NA,NA,NA,2018-01-11,NA
"260",2018-01-11 20:00:00,NA,NA,NA,NA,2018-01-11,NA
"261",2018-01-11 21:00:00,NA,NA,NA,NA,2018-01-11,NA
"262",2018-01-11 22:00:00,NA,NA,NA,NA,2018-01-11,NA
"263",2018-01-11 23:00:00,NA,NA,NA,NA,2018-01-11,NA
"264",2018-01-12 00:00:00,NA,NA,NA,NA,2018-01-12,NA
"265",2018-01-12 01:00:00,NA,NA,NA,NA,2018-01-12,NA
"266",2018-01-12 02:00:00,NA,NA,NA,NA,2018-01-12,NA
"267",2018-01-12 03:00:00,NA,NA,NA,NA,2018-01-12,NA
"268",2018-01-12 04:00:00,NA,NA,NA,NA,2018-01-12,NA
"269",2018-01-12 05:00:00,NA,NA,NA,NA,2018-01-12,NA
"270",2018-01-12 06:00:00,NA,NA,NA,NA,2018-01-12,NA
"271",2018-01-12 07:00:00,NA,NA,NA,NA,2018-01-12,NA
"272",2018-01-12 08:00:00,NA,NA,NA,NA,2018-01-12,NA
"273",2018-01-12 09:00:00,NA,NA,NA,NA,2018-01-12,NA
"274",2018-01-12 10:00:00,NA,NA,NA,NA,2018-01-12,NA
"275",2018-01-12 11:00:00,NA,NA,NA,NA,2018-01-12,NA
"276",2018-01-12 12:00:00,NA,NA,NA,NA,2018-01-12,NA
"277",2018-01-12 13:00:00,NA,NA,NA,NA,2018-01-12,NA
"278",2018-01-12 14:00:00,NA,NA,NA,NA,2018-01-12,NA
"279",2018-01-12 15:00:00,NA,NA,NA,NA,2018-01-12,NA
"280",2018-01-12 16:00:00,NA,NA,NA,NA,2018-01-12,NA
"281",2018-01-12 17:00:00,NA,NA,NA,NA,2018-01-12,NA
"282",2018-01-12 18:00:00,NA,NA,NA,NA,2018-01-12,NA
"283",2018-01-12 19:00:00,NA,NA,NA,NA,2018-01-12,NA
"284",2018-01-12 20:00:00,NA,NA,NA,NA,2018-01-12,NA
"285",2018-01-12 21:00:00,NA,NA,NA,NA,2018-01-12,NA
"286",2018-01-12 22:00:00,NA,NA,NA,NA,2018-01-12,NA
"287",2018-01-12 23:00:00,NA,NA,NA,NA,2018-01-12,NA
"288",2018-01-13 00:00:00,NA,NA,NA,NA,2018-01-13,NA
"289",2018-01-13 01:00:00,NA,NA,NA,NA,2018-01-13,NA
"290",2018-01-13 02:00:00,NA,NA,NA,NA,2018-01-13,NA
"291",2018-01-13 03:00:00,NA,NA,NA,NA,2018-01-13,NA
"292",2018-01-13 04:00:00,NA,NA,NA,NA,2018-01-13,NA
"293",2018-01-13 05:00:00,NA,NA,NA,NA,2018-01-13,NA
"294",2018-01-13 06:00:00,NA,NA,NA,NA,2018-01-13,NA
"295",2018-01-13 07:00:00,NA,NA,NA,NA,2018-01-13,NA
"296",2018-01-13 08:00:00,NA,NA,NA,NA,2018-01-13,NA
"297",2018-01-13 09:00:00,NA,NA,NA,NA,2018-01-13,NA
"298",2018-01-13 10:00:00,NA,NA,NA,NA,2018-01-13,NA
"299",2018-01-13 11:00:00,NA,NA,NA,NA,2018-01-13,NA
"300",2018-01-13 12:00:00,NA,NA,NA,NA,2018-01-13,NA
"301",2018-01-13 13:00:00,NA,NA,NA,NA,2018-01-13,NA
"302",2018-01-13 14:00:00,NA,NA,NA,NA,2018-01-13,NA
"303",2018-01-13 15:00:00,NA,NA,NA,NA,2018-01-13,NA
"304",2018-01-13 16:00:00,NA,NA,NA,NA,2018-01-13,NA
"305",2018-01-13 17:00:00,NA,NA,NA,NA,2018-01-13,NA
"306",2018-01-13 18:00:00,NA,NA,NA,NA,2018-01-13,NA
"307",2018-01-13 19:00:00,NA,NA,NA,NA,2018-01-13,NA
"308",2018-01-13 20:00:00,NA,NA,NA,NA,2018-01-13,NA
"309",2018-01-13 21:00:00,NA,NA,NA,NA,2018-01-13,NA
"310",2018-01-13 22:00:00,NA,NA,NA,NA,2018-01-13,NA
"311",2018-01-13 23:00:00,NA,NA,NA,NA,2018-01-13,NA
"312",2018-01-14 00:00:00,NA,NA,NA,NA,2018-01-14,NA
"313",2018-01-14 01:00:00,NA,NA,NA,NA,2018-01-14,NA
"314",2018-01-14 02:00:00,NA,NA,NA,NA,2018-01-14,NA
"315",2018-01-14 03:00:00,NA,NA,NA,NA,2018-01-14,NA
"316",2018-01-14 04:00:00,NA,NA,NA,NA,2018-01-14,NA
"317",2018-01-14 05:00:00,NA,NA,NA,NA,2018-01-14,NA
"318",2018-01-14 06:00:00,NA,NA,NA,NA,2018-01-14,NA
"319",2018-01-14 07:00:00,NA,NA,NA,NA,2018-01-14,NA
"320",2018-01-14 08:00:00,NA,NA,NA,NA,2018-01-14,NA
"321",2018-01-14 09:00:00,NA,NA,NA,NA,2018-01-14,NA
"322",2018-01-14 10:00:00,NA,NA,NA,NA,2018-01-14,NA
"323",2018-01-14 11:00:00,NA,NA,NA,NA,2018-01-14,NA
"324",2018-01-14 12:00:00,NA,NA,NA,NA,2018-01-14,NA
"325",2018-01-14 13:00:00,NA,NA,NA,NA,2018-01-14,NA
"326",2018-01-14 14:00:00,NA,NA,NA,NA,2018-01-14,NA
"327",2018-01-14 15:00:00,NA,NA,NA,NA,2018-01-14,NA
"328",2018-01-14 16:00:00,NA,NA,NA,NA,2018-01-14,NA
"329",2018-01-14 17:00:00,NA,NA,NA,NA,2018-01-14,NA
"330",2018-01-14 18:00:00,NA,NA,NA,NA,2018-01-14,NA
"331",2018-01-14 19:00:00,NA,NA,NA,NA,2018-01-14,NA
"332",2018-01-14 20:00:00,NA,NA,NA,NA,2018-01-14,NA
"333",2018-01-14 21:00:00,NA,NA,NA,NA,2018-01-14,NA
"334",2018-01-14 22:00:00,NA,NA,NA,NA,2018-01-14,NA
"335",2018-01-14 23:00:00,NA,NA,NA,NA,2018-01-14,NA
"336",2018-01-15 00:00:00,NA,NA,NA,NA,2018-01-15,NA
"337",2018-01-15 01:00:00,NA,NA,NA,NA,2018-01-15,NA
"338",2018-01-15 02:00:00,NA,NA,NA,NA,2018-01-15,NA
"339",2018-01-15 03:00:00,NA,NA,NA,NA,2018-01-15,NA
"340",2018-01-15 04:00:00,NA,NA,NA,NA,2018-01-15,NA
"341",2018-01-15 05:00:00,NA,NA,NA,NA,2018-01-15,NA
"342",2018-01-15 06:00:00,NA,NA,NA,NA,2018-01-15,NA
"343",2018-01-15 07:00:00,NA,NA,NA,NA,2018-01-15,NA
"344",2018-01-15 08:00:00,NA,NA,NA,NA,2018-01-15,NA
"345",2018-01-15 09:00:00,NA,NA,NA,NA,2018-01-15,NA
"346",2018-01-15 10:00:00,NA,NA,NA,NA,2018-01-15,NA
"347",2018-01-15 11:00:00,NA,NA,NA,NA,2018-01-15,NA
"348",2018-01-15 12:00:00,NA,NA,NA,NA,2018-01-15,NA
"349",2018-01-15 13:00:00,NA,NA,NA,NA,2018-01-15,NA
"350",2018-01-15 14:00:00,NA,NA,NA,NA,2018-01-15,NA
"351",2018-01-15 15:00:00,NA,NA,NA,NA,2018-01-15,NA
"352",2018-01-15 16:00:00,NA,NA,NA,NA,2018-01-15,NA
"353",2018-01-15 17:00:00,NA,NA,NA,NA,2018-01-15,NA
"354",2018-01-15 18:00:00,NA,NA,NA,NA,2018-01-15,NA
"355",2018-01-15 19:00:00,NA,NA,NA,NA,2018-01-15,NA
"356",2018-01-15 20:00:00,NA,NA,NA,NA,2018-01-15,NA
"357",2018-01-15 21:00:00,NA,NA,NA,NA,2018-01-15,NA
"358",2018-01-15 22:00:00,NA,NA,NA,NA,2018-01-15,NA
"359",2018-01-15 23:00:00,NA,NA,NA,NA,2018-01-15,NA
"360",2018-01-16 00:00:00,NA,NA,NA,NA,2018-01-16,NA
"361",2018-01-16 01:00:00,NA,NA,NA,NA,2018-01-16,NA
"362",2018-01-16 02:00:00,NA,NA,NA,NA,2018-01-16,NA
"363",2018-01-16 03:00:00,NA,NA,NA,NA,2018-01-16,NA
"364",2018-01-16 04:00:00,NA,NA,NA,NA,2018-01-16,NA
"365",2018-01-16 05:00:00,NA,NA,NA,NA,2018-01-16,NA
"366",2018-01-16 06:00:00,NA,NA,NA,NA,2018-01-16,NA
"367",2018-01-16 07:00:00,NA,NA,NA,NA,2018-01-16,NA
